post_id,brand,title,content,created_at,sentiment,pain_points,highlights
11,DR.WU,玻尿酸保濕精華化妝水,DR. WU 玻尿酸保濕精華化妝水 正是乾性肌膚的我需要的保濕第一步 日德法保濕專利，結合日本大分子玻尿酸，與專利小分子玻尿酸  保濕力滿滿，我會有兩種用法! 第一種，直接倒在手上 輕盈但保濕的質地很好吸收 沒有香味的額外添加 讓保濕也可以很簡單 只要在洗完臉的之後，倒一些 保濕精華化妝水在手上 再輕,,正面,,"輕盈好吸收, 保濕有感, 無香精"
12,DR.WU,玻尿酸保濕精華化妝水,我長期用的玻尿酸化妝水就是肌研，(非常忠心)沒有找過其他的替代品。這次試用DR.WU一系列，也讓我發現另一選擇！ 玻尿酸系列其實不算新產品，是新包裝跟全新升級，運用業界獨家「智慧型肌因活水科技」。 畫的重點有： ✔大分子玻尿酸:鎖水網膜 ✔小分子玻尿酸:深入基底補水 ✔玻尿酸肌活因子:維持長效高含水,,正面,,其他
13,DR.WU,玻尿酸保濕精華化妝水,最近天氣戶外真的好熱， 不過在冷氣房裡皮膚又超容易乾... 忽冷忽熱的狀況，加上作息不良XD 讓皮膚也容易缺水、毛孔明顯， 真的很苦惱QQ 趁著疫情在家辦公， 真謝謝DR.WU跟 ＠COSME 完全是即時雨！ 讓我有機會可以認真照顧我的臉蛋，好好保養自己的肌膚～😥🥺  『DR.WU 玻尿酸保濕精華化妝,,正面,,保濕有感
14,DR.WU,玻尿酸保濕精華化妝水,咪那桑晚安 這次感謝乾爹DR.WU提供了豐富的試用商品，除了萬年不敗又經典的「玻尿酸保濕精華化妝水」外， 還有「玻尿酸保濕潔顏凝露」以及「玻尿酸保濕精華乳」，雖然平常自己沒有一定要用同一系列保養品的習慣，但有機會這樣使用真的也很安心，因為保養品絕對不會打架呀!!!  本身的膚質是混和偏乾，皮膚怎麼喝,,正面,,輕盈好吸收
15,DR.WU,玻尿酸保濕精華化妝水,DR.WU 達爾膚「玻尿酸保濕系列」試用活動  玻尿酸保濕精華化妝水 正品容量150ml 先來說說外觀 這深藍瓶身超有質感的耶🥰 上面有句類精華化妝水 一開始滿頭問號？？？ 後來使用後才深深體會～～～ 來來來，以下照片有點模糊因為我是先錄製影片再截圖倒取容易，洞孔適中，不會一下倒出來太多這質地 很濃稠,,中性,,
16,DR.WU,玻尿酸保濕精華化妝水,2020全新包裝質感不錯! 湛藍色包裝讓人想到海洋， 整體印象感覺就很補水的。  身為玻尿酸精華水的領導品牌這次也沒讓我失望， 這次進化的版本分為湛藍色的經典款和淺藍色的清爽版兩種，  我個人因為膚質混和偏乾， 在換季和冷天時容易乾癢敏弱， 使用後立即舒緩乾燥， 經典版對我來說保濕力較足。  搭配,,正面,,保濕有感
17,DR.WU,玻尿酸保濕精華化妝水,"感謝urcosme與DR.WU提供我這一組試用!太開心了! 開心不只因為抽中,而是抽中又好用! 以下是開箱~~~~~   這篇主要分享玻尿酸保濕精華化妝水 有別於以往的輕透質地 擦起來更濃稠!!就像它寫的:類精華質地 (擦起來有點像清爽版的肌研化妝水)    上圖是瓶口的樣子 我比較喜歡這種平的瓶口",,正面,,保濕有感
18,DR.WU,玻尿酸保濕精華化妝水,"----------更 新 ---------   Dr.wu 在7/2發布資訊 將 玻尿酸保濕精華露 做更新 將產品名稱 改為 ""玻尿酸保濕精華化妝水"" 並另推出清爽型的版本 身為油肌，聽到清爽型就令人躍躍欲試  -----------------產 品 名 稱 進 化 史 ------------",,非評論,,
19,DR.WU,玻尿酸保濕精華化妝水,謝謝cosme提供試用的機會  這次很開心能夠試用DR.WU 達爾膚「玻尿酸保濕精華化妝水」   包裝是深藍色瓶裝+銀色瓶蓋  看起來非常有質感，正品規格150g  保濕化妝水沒什麼味道、清爽不黏膩，全成分無酒精、無香精、溫和不刺激、敏弱肌適用  先說本人我是一個很敏感的肌，而T字部位屬於偏乾的狀態。,,正面,,"輕盈好吸收,溫和不刺激,無香精,包裝質感"
20,DR.WU,玻尿酸保濕精華化妝水,這款化妝水在榜上已久， 終於購入組合～ 藍色半透明瓶身 可以清楚看到剩餘量 好上手 透明無色的化妝水 沒有味道 主要成分為玻尿酸 會牽絲～  厲害的是碰到肌膚就會化成水， 沒有一般玻尿酸化妝水的濃稠黏膩感  很溫和，不會刺激 保濕度蠻好的  也有推出清爽版可以選擇～,,正面,,"輕盈好吸收,溫和不刺激,保濕有感"
21,DR.WU,玻尿酸保濕精華化妝水,7月在屈臣氏的DR.WU貨架上發現 醫美界的網美級精品👉🏻 玻尿酸保濕精華化妝水💦 加大版 (美肌學院 限定版） 250ml   $899元 藍色塑膠製瓶身，低調奢華感 外盒、瓶身都美得不可思議😳 水藍色的光澤感🫧看1次愛1次❤️  結合日德法保濕專利： 日本大分子玻尿酸、專利小分子玻尿酸 德國專利玻,,非評論,,
22,DR.WU,玻尿酸保濕精華化妝水,💙謝謝Ur和DR.WU達爾膚讓我幸運抽到試用活動🙇🏻‍♀️💙試用內容： 玻尿酸保濕精華化妝水 150ml (同正貨規格)💙品牌介紹： DR.WU專業研發團隊針對亞洲肌膚優弱特性與需求，以醫師處方為基礎，堅持「無添加、不含酒精、高濃度、高等成分、高安全性」五大研發標準。 全系列產品皆通過低敏、安定性與非,,非評論,,
23,DR.WU,玻尿酸保濕精華化妝水,這次試用的商品是DR.WU波尿酸保濕系列，試用的商品有波尿酸保濕精華化妝水、波尿酸保濕精華乳以及波尿酸保濕潔顏凝露三樣商品。DR.WU一直是台灣很有名的醫美品牌，堅持無添加、不含酒精、高濃度、高等成分、高安全性五大研發標準，全系列產品都有通過低敏、安定性以及非致痘臨床測試，很適合皮膚容易敏感或是術後需,,非評論,,
24,DR.WU,玻尿酸保濕精華化妝水,大家熟悉的開架醫美－達爾膚＝吳醫生  DR.WU　玻尿酸保濕系列  無論是妝前保養／醫美術後，強效深層補水的好選擇   無添加酒精、香料、色素、PARABEN類防腐劑  溫和不刺激、敏弱肌也能安心使用   此系列包裝改版囉！！  瓶身只保留英文，視覺相當國際化  中文品名與商品資料揭示在紙盒上 包裝,,中性,,
25,DR.WU,玻尿酸保濕精華化妝水,"首先感謝""DR.WU 達爾膚""和""UrCosme""讓我有機會可以體驗 『DR.WU 達爾膚醫美保養系列』       瓶身是塑膠材質，可以讓我放心的拿不怕摔破  容量有１５０ＭＬ 質地倒出來是帶著有點黏稠的化妝水 不是稀的 因為有添加精華液，我每次使用的分量約５塊硬幣大小就可以擦全臉 對我來說應該是可",,中性,,包裝質感
26,DR.WU,玻尿酸保濕精華化妝水,這款化妝水， 水感中帶點玻尿酸的黏稠，但不至於到拉絲， 上臉滑溜溜，可以感到有點黏度，  邊滑邊按壓，試用包2ml剛剛好，  看著臉上均勻的濕潤感， 沒想到非常快就吸收了， 原本以爲會黏黏的感覺完全消失， 變的清爽但肌膚的確有被保濕一波，  不是從臉上乾掉，而是真的有被肌膚接收， 很驚喜，會想繼,,正面,,"輕盈好吸收, 保濕有感"
27,DR.WU,玻尿酸保濕精華化妝水,"感謝urcosme的提供， 本身就是DR.WU凝露的愛用者，只是價錢有點不小資， 所以都趁著買一送一的時候購入，  這次拿到精華露的試用真的非常的開心， 我蠻喜歡這種霧霧的瓶身，也可以稍微看的到裡面還有多少用量， 150M容量，蓋子與瓶子都感覺厚厚的，蠻有份量，不容易壓壞    此款精華露，雖然叫""精",,正面,價格偏高,包裝質感
28,DR.WU,玻尿酸保濕精華化妝水,因為我有濕敷的習慣，所以這種水狀化妝水我用量蠻兇的  質地是微水凝狀，不悶不黏，不是完全液態，微稠  流動性還是很高的(只是要沾濕化妝棉要花一點時間)  是透明的，聞起來沒明顯什麼味道，就原物料淡淡的氣味  使用後沒有特別改善泛紅、沒有引起過敏、沒有使肌膚明亮、沒有使肌膚更柔嫩  使用期間基本保濕有，,,中性,用量大,"輕盈好吸收,保濕有感"
29,DR.WU,玻尿酸保濕精華化妝水,上次是分享 玻尿酸保濕精華化妝水(清爽型) 今天是保濕款 這一款我用完之後認真推薦給乾肌朋友使用😏 但這兩罐真的都好用 可以趁這次的週年慶囤貨一番😂保濕款的罐子顏色稍微深一點點 兩款化妝水都是沒有味道的哦！ 它的質地比較濃稠 而且倒出來的時候會有牽絲 （很難用相機拍出來） 延展性很好👍 所以使用量不用,,正面,,"保濕有感,無香精,延展性好"
30,DR.WU,玻尿酸保濕精華化妝水,容量150ml／價格NT$ 800／上市日期2019.04.30  首先感謝 @cosme & Dr.Wu 提供系列產品試用  我個人對此產品很期待，因為他是2020 網友評鑑美妝賞 化妝水 第3名 這罐 DR.WU玻尿酸保濕精華化妝水    是定位在類精華質地，我個人認為可以理解成那種比較,,中性,,
31,DR.WU,玻尿酸保濕精華化妝水,"*商品名稱: DR.WU玻尿酸保濕精華化妝水  *商品功效: 1. 首創類精華拉絲質地,超導入速補水 2. 無酒精 / 無香精 / 敏弱肌適用 3. 好吸收 / 不黏膩 / 不致痘  *使用方法: 1. 早晚清潔後,取適量於手或化妝棉上,手部使用用量約10元硬幣,化妝棉需讓整張化妝棉濕潤 2. 輕輕",,非評論,,
32,DR.WU,玻尿酸保濕精華化妝水,DR.WU 達爾膚「玻尿酸保濕精華化妝水」   【使用心得】   我的皮膚混合偏乾，偶爾會過敏。   化妝水倒出來在手上還拉絲，  像納豆一樣，還滿有趣的！  而且擦在臉上不會粘膩，  使用讓皮膚變得很水嫩，  也不會過敏，真的很溫和，  所以整體還蠻推薦乾肌可以購買的，  我個人覺得是值得回購的商品,,正面,,"輕盈好吸收,溫和不刺激,保濕有感"
33,DR.WU,玻尿酸保濕精華化妝水,很開心可以抽到這次的試用機會 💝  這次試用的產品是  Dr.WU  玻尿酸保濕精華化妝水   150ml   NT.800 雖然知道它是玻尿酸   但我沒想到   質地這麼底濃稠~~~😂  很像面膜裡     很稠的那種精華液!!  仔細看看名字可能就是2合一?! 由於太稠了  用化妝棉太浪費也太,,中性,質地黏膩,
34,DR.WU,玻尿酸保濕精華化妝水,"這次又驚又喜的收到了Dr. Wu的玻尿酸保濕系列的正品(化妝水, 精華乳和潔顏凝露). Dr. Wu 是MIT 的品牌, 一直以來都有在使用, 這次抽中真的很開心.這罐玻尿酸保濕精華化妝水, 主打無酒精 敏感肌適用. 一看到這兩個key words 就覺得這不剛好很適合我嗎? 自己偏向敏感肌,有敷過面",,正面,,"保濕有感,溫和不刺激"
35,DR.WU,玻尿酸保濕精華化妝水,感謝URCOSME和DR.WU 達爾膚讓我抽中「玻尿酸保濕精華化妝水」、「玻尿酸保濕精華乳」、「玻尿酸保濕潔顏凝露」因為我是整組一次使用，我就一起分享了  首先是洗面乳「玻尿酸保濕潔顏凝露」說明表示 全新第五代智慧型玻尿酸保濕配方，同時鎖水、補水、保水、活水，使保濕作用更長效深層，肌膚加倍水嫩。搭配尿,,非評論,,
36,DR.WU,玻尿酸保濕精華化妝水,這是一款非常非常輕盈的化妝水，極度好吸收，但皮膚總是立即的感到緊繃，彷彿什麼保養品都沒上過一般，和其主打的保濕效果相悖。 包裝的藍色相當有質感，是玻尿酸系列裡最能吸引人目光的包裝。在設計上也便於使用，沒什麼可以挑剔的地方。  化妝水的質地不是純水狀的，有一點點的黏稠，最特別的是類精華的拉絲質地，雖然特,,中性,效果無感;皮膚緊繃,輕盈好吸收;包裝質感
37,DR.WU,玻尿酸保濕精華化妝水,[DR.WU 達爾膚] 玻尿酸保濕精華化妝水、玻尿酸保濕精華乳、玻尿酸保濕潔顏凝露 感謝UrCosme與DR.WU 達爾膚，很高興能再次被抽到，這次收到的商品是DR.WU 達爾膚玻尿酸保濕系列 包裝都是漂亮珠光白+藍，感覺很有科學感。  接續上篇[DR.WU 達爾膚] 玻尿酸保濕系列試用分享  接著是,,非評論,,
38,DR.WU,玻尿酸保濕精華化妝水,先謝謝Urcosme及Dr.Wu給的試用 既2012年的杏仁酸系列之後我又抽到Dr.Wu的試用了 這次是收到玻尿酸保濕系列的保養組 其實我比較想要抽到美白跟抗老的系列啦哈哈哈😂😂 畢竟現在已經30歲了😢 不是啦～其實是因為保濕系列其實我早在2015年就用過全系列了 而且我是買週年慶的重量版套裝組（化妝,,中性,,
39,DR.WU,玻尿酸保濕精華化妝水,這次收到Dr. Wu的心得邀請，真的覺得給的太澎湃啦～～～ 一次給化妝水、精華液、跟乳液3罐正貨， 真的非常的大方！！  這次試用的是夏天非常清爽的：玻尿酸保濕系列💦💦 這個瓶身設計非常符合醫美風✨  我是大概在接近五月底拿到試用，這時正值春夏換季，皮膚狀況比較不穩定， 容易泛紅、敏感、致痘  Dr.,,正面,,包裝質感
40,DR.WU,玻尿酸保濕精華化妝水,首先感謝urcosme的適用品， 使用兩星期後來回報心得。 這次介紹的是玻尿酸保濕化妝水(新版)。 藍色的塑膠瓶身配上銀色蓋子， 簡約的風格，符合Dr.Wu的形象。  雖然外表沒有特別驚人的外貌，但內容物可是不容小覷。 包裝紙盒連小細節都不放過，發現這個小細節讓人驚喜不已，令人更期待使用化妝水的感覺。,,中性,,
41,DR.WU,玻尿酸保濕精華化妝水,DR.WU玻尿酸保濕精華化妝水的深藍色包裝顏色很漂亮呢， 一開始只有看到名稱玻尿酸就是一種普通的刻板印象， 本來覺得就是一般般的化妝水， 但是倒出來的時後竟然有點倒不太出來， 稍微甩一甩才把化妝水倒出， 然後就是一種透明的稠稠的質地， 一小糰滴在手上還會牽絲到瓶口那樣的稠度， 我手邊的是試用品包裝，,,中性,包裝設計,
42,DR.WU,玻尿酸保濕精華化妝水,康是美購入。  玻尿酸密集保濕組 其中的玻尿酸保濕精華露  老實說在使用之前一直很擔心，因為玻尿酸類的產品似乎都偏稠，很擔心會有黏膩感，怕會悶，會感覺厚重，使用後，發現自己完全就是想太多，完全沒有擔心的情況發生。      包裝簡單大方，這罐是化妝水，50ml的小包裝。     我以為我已經拍了它,,正面,,輕盈好吸收
43,DR.WU,玻尿酸保濕精華化妝水,之前用過DR.WU的新淨痘調理局部精華，真的能夠很快舒緩消炎痘痘，而且多次使用後不會太乾脫皮(很多痘痘藥會)，所以對DR.WU的印象不錯，感謝UrCosme跟DR.WU，很開心得到DR.WU「玻尿酸保濕精華化妝水」體驗機會。     玻尿酸保濕精華化妝水的包裝是深藍透明塑膠瓶，看起來很舒服。,,正面,,保濕有感
44,DR.WU,玻尿酸保濕精華化妝水,很開心可以被UrCosme抽到此次的試用  DR.WU 達爾膚醫美保養系列玻尿酸保濕精華化妝水     這次收到的正品  DR.WU 達爾膚醫美保養系列玻尿酸保濕精華化妝水(150ml) 售價$800  包裝上寫著類精華質地-超級化妝水:植物性類分子釘添加  在DR.WU官網康是美、屈臣氏、寶雅、,,非評論,,
45,DR.WU,玻尿酸保濕精華化妝水,只要是台灣女孩應該沒有人沒用過DR.WU他們家的產品吧？ 我也一樣喔！從少女時期一路用到現在輕熟女，從抗痘用到杏仁酸，對 DR.WU的商品印象就是專業、實在，沒有過多成分，也沒有過度包裝。  這瓶DR.WU玻尿酸保濕精華化妝水，我以前就曾買過，是他們家的經典人氣商品之一，也是每年藥妝店周年慶會擺在櫃,,正面,,保濕有感、輕盈好吸收
46,DR.WU,玻尿酸保濕精華化妝水,感謝@cosme跟Dr. Wu抽中我體驗玻尿酸保濕系列的產品。  這次體驗了化妝水、精華乳及潔顏露三款  對於此系列產品我其實觀望很久，卻遲遲不下手，這次抽中體驗，讓我可以好好的試看看適不適合我～  化妝水的部份，強調外補水內鎖水的功效，類精華液的質地，讓肌膚可以迅速導入、補水，且幫助後續保養品吸收，,,中性,,
47,DR.WU,玻尿酸保濕精華化妝水,很開心這次能抽到DR.WU玻尿酸系列的體驗組 在這次體驗之前我已經有用過這款玻尿酸保濕精華化妝水也有回購過幾次 讓人覺得最特別的是它拉絲的質地  雖然看起來很像很黏但實際上上臉之後就化開成水了 而且吸收非常快速 均勻塗抹全臉後很迅速補水 連續上個三回也不會覺得黏膩 只是這種質地我覺得不太適合搭配化妝棉,,正面,需搭配其他產品,"輕盈好吸收,保濕有感"
48,DR.WU,玻尿酸保濕精華化妝水,真的超級開心收到DR.WU的玻尿酸系列產品，先來介紹保濕精華化妝水。 認識這款化妝水是從youtuber小吳的影片看到，真的超有興趣 但手邊的保養品都還沒有用完，只好一直躺購物車，沒想到就抽到啦~~~~~~ 自己的肌膚是偏乾，鼻翼兩側特別容易脫皮 通常化妝水我是拿來洗完臉後再次清潔或者讓後面保養更快吸,,正面,,保濕有感
49,DR.WU,玻尿酸保濕精華化妝水,今天要跟大家分享的是「DR.WU 玻尿酸保濕精華化妝水」  感謝DR.WU跟Urcosme提供這次的試用機會，這組玻尿酸保養系列為：玻尿酸保濕潔顏凝露、玻尿酸保濕精華化妝水 以及 玻尿酸保濕精華乳，關於 保濕潔顏凝露、保濕精華乳 兩項心得請參考另篇~)對乾肌來說，洗臉後要趕快把握時間進入保濕程序， 然,,中性,,
50,DR.WU,玻尿酸保濕精華化妝水,如果想找一款開架價格也能擁有專櫃保濕度的保濕精華水 DR.WU玻尿酸保濕精華化妝水真的就是首選 價格只有專櫃的不到一半但保濕可一點都不馬虎！ DR.WU玻尿酸保濕精華化妝水算是比較濃稠的質地 畢竟歸類在精華化妝水 類精華的拉絲質地 可以幫助導入補水 讓肌膚可以持續保濕水量一整天 我自己喜歡濕敷（可以搭,,正面,,"保濕有感, 價格偏低"
51,DR.WU,玻尿酸保濕精華化妝水,感謝平台跟dr.wu提供這次的體驗💞  我的膚質屬於夏天混合偏油 使用太厚重的保養品就會長痘痘 因此不黏膩不厚重是我蠻重視的部份先來說說外觀，他的外觀算是中規中矩但又比許多牌子稍有質感一點，可以看到瓶蓋的部份是可以當1鏡子使用的，但功能不大，也較容易沾指紋。 再來是質地的部份，化妝水屬於物色無味的，不,,正面,包裝設計,輕盈好吸收
52,DR.WU,玻尿酸保濕精華化妝水,這瓶保濕化妝水 有點類似精華液般的質地 透明略帶一點黏稠的質地沒有添加香精和酒精 本身有一股非常淡的化學氣味 可以說是幾乎沒甚麼味道  像這種質地的保養品 我是習慣倒再掌心之後 直接用手塗抹的方式擦在臉上  吸收速度很快 剛擦在肌膚上大約不到1分鐘就全部吸收了 吸收後 肌膚的感覺很清爽 但卻又能感受,,正面,,"輕盈好吸收,保濕有感"
53,DR.WU,玻尿酸保濕精華化妝水,這次拿到一整組的Dr.Wu玻尿酸系列基本保養組 先從「玻尿酸保濕精華化妝水」開始 這罐是三罐裡面我最喜歡的😍 藍色包裝夏天的氣氛 倒出來的化妝水是介於精華液和化妝水之間的質地 像蠶絲一般的會牽絲 記得以前很流行這種拉絲型的保養品  透明狀的質地 抹上去的吸收速度我覺得很讚！超快 肌膚立刻有保濕的感覺～,,正面,,"輕盈好吸收,保濕有感"
54,DR.WU,玻尿酸保濕精華化妝水,平常我是不太常用化妝水的  因為洗完臉馬上就會擦保養品  所以好像也不用特別擦  會擦的話就是擦保濕以外的 例如美白、去角質...之類的  這款化妝水又是屬於精華(稠稠)型的  話說...我幾乎不會主動買這樣型態的化妝水  之前用過其他牌子 然後覺得用起來有負擔 會悶  試用前有點擔心    這款化,,中性,質地黏膩;悶,
55,DR.WU,玻尿酸保濕精華化妝水,哈囉！我是加洗，這次很幸運這次在Urcosme抽到整套玻尿酸保濕系列！  這系列基本上已經遠近馳名，橫掃多項美妝大獎，特別的是～全新包裝會在4/15上市，官網、屈臣氏、康是美、寶雅等大通路都會上唷❤️️  當然這篇就是針對保濕精華化妝水來寫摟     化妝水的瓶身採深藍色包裝，依然有該品牌的專業感，看,,非評論,,
56,DR.WU,玻尿酸保濕精華化妝水,DR.WU 達爾膚醫美保養系列玻尿酸保濕精華化妝水  很開心UrCosme抽到此次的試用^^    打開包裝深藍色瓶身配上銀蓋 很有高級感~     這次試用是150ml正品 好有誠意☺  DR.WU 達爾膚醫美保養系列玻尿酸保濕精華化妝水(150ml) 售價$800  類精華質地-超級化妝水  因本,,正面,,包裝質感
57,DR.WU,玻尿酸保濕精華化妝水,感謝URCOSME和DR.WU，有幸榮獲正品試用!         在收到玻尿酸保濕精華化妝水之後，吸引目光的是藍色瓶身，  顏色藍的很美麗，給人的感覺十分清爽，  化妝水質地黏稠偏水，氣味無香料，感覺十分安心，     先前使用過類似產品，總覺得這種質地需要一些時間吸收，而且產生些許黏膩，  吸收後,,中性,質地黏膩,無香精
58,DR.WU,玻尿酸保濕精華化妝水,買的是和乳液一起販售的小容量試用品 30ML的小罐，有點可愛 覺得出遊滿適合帶著   包裝和正品差不多 很清爽的白色         雖說是保濕精華露 但就是化妝水的步驟 不過它是比較濃稠的露狀 尤其剛倒出來時是特別明顯，不像水狀的那麼清爽 用量大約5~10元硬幣的大小 比較特殊的是它上臉後吸收的速度,,中性,質地黏膩,包裝質感
59,DR.WU,玻尿酸保濕精華化妝水,去年(2018)年初新改款的保濕精華露 剛推出時就因為鐵粉的小福利拿到小小罐試用瓶 不管是前一代(藍瓶的玻尿酸保濕化妝水)還是新一代 自己用過之後，感覺濃稠度跟保濕度其實都滿像的(應該啦，手邊早就沒有舊版的可以參考了) 像到我用完開始買大瓶正品使用之後，以為已經寫過心得了 冏....   精華露就像,,中性,,
60,DR.WU,玻尿酸保濕精華化妝水,本身就有在用dr.wu 的杏仁酸 使用杏仁酸期間必須額外注重皮膚保水 想說也來用看看同個牌子的化妝水 使用後發現這罐保濕效果不錯 質地清爽也不黏膩 而且不含酒精也蠻加分的 不過價格沒有很便宜 有特價的話可以買來試用看看～,,正面,價格偏高,"保濕有感, 輕盈好吸收, 無香精"
61,DR.WU,玻尿酸保濕精華化妝水,之前有次去朋友家偶然用到覺得很喜歡~後來去購買正品 這罐沒有香精，精華化妝水=比較濃稠的化妝水 如果皮膚偏乾的也可以在後續再抹精華 但我自己是覺得這樣蠻足夠了 剛上臉會覺得有點黏黏的，不過拍一下還蠻快吸收 這罐換季的時候也很適合喔😎,,正面,質地黏膩,"輕盈好吸收,保濕有感,無香精"
62,DR.WU,玻尿酸保濕精華化妝水,"感謝@cosme再度給予試用機會！ 這次要分享的是 DR.WU玻尿酸保濕精華化妝水  試用兩周 先稱讚一下DR.WU提到的""類清華拉絲質地"" 原以為這種帶點微黏的質地使用上可能會很難抹開 實際使用上卻完全清爽不黏膩! 很讚! ■ 喜歡的特點 -吸收快！精華化妝水滲入肌膚的速度真的很快，擦上的當下能明顯",,正面,,輕盈好吸收;吸收快
63,DR.WU,玻尿酸保濕精華化妝水,很開心抽中這一系列商品，dr.wu出了名的溫和，敏感肌也可以用得很安心。   化妝水質地不是那種像礦泉水的稀，反而是很像精華液濃稠，沒什麼特殊味道。  雖說像精華液，但擦到臉上卻不會黏膩，吸收度算是很好。  我的使用順序是白天使用蘭蔻超未來精華露；晚上使用理膚寶水的精華液（聽說這款改善粉刺很厲害）,,正面,,"輕盈好吸收,溫和不刺激"
64,DR.WU,玻尿酸保濕精華化妝水,在這炎炎夏日，天氣悶熱，肌膚不管是在室外或是室內都需要做好保濕，尤其在室內吹冷氣，更容易肌膚乾燥缺水，試過好幾種化妝水，想要保濕一點的，常常都覺得太黏膩，想要清爽一點的~~ 又不夠保濕，這次DR.WU的玻尿酸保濕精華化妝水實在讓我驚艷!  倒出來是有點稠狀的透明液體，心想...會不會塗完很黏... ，,,正面,,輕盈好吸收
