post_id,brand,title,content,created_at,sentiment,pain_points,highlights
11,綠藤生機,純粹保濕精華液,Greenvines 綠藤生機 純粹保濕精華液 30ml / NT$ 580一直燒我很久的綠藤生機終於趁母親節檔期入手了， Greenvines 綠藤生機 純粹保濕精華液 30ml / NT$ 580 包裝簡約，很符合他的品牌形象。 押嘴式設計很好控制，押一次塗抹全臉。 有淡淡的玫瑰香味。 延展性不錯,,正面,,"包裝質感, 香味宜人, 輕盈好吸收"
12,綠藤生機,純粹保濕精華液,孕期也能使用的保養品  但是 孕期間，可能體質改變 我的膚況是有史以來最好的狀態 所以我並沒有認真的保養 也能夠白裡透紅  也不知道是產後體質改變 或照顧寶寶過於勞累  臉上無光 怎麼摸都覺得粗粗的 我才開始認真使用  也只有純粹保濕能夠吃的進去  綠藤生機另外兩款精華液 可能都太營養 擦了之後，膚況,,中性,臉上無光;粗糙,保濕有感
13,綠藤生機,純粹保濕精華液,與上一篇的奇蹟辣木油同時體驗小樣天然佔比：100% Natural 純粹保濕精華液特色： 一瓶專注於保濕、僅有12種成分的精華液。 高濃度雙分子玻尿酸有效滲透補水並覆蓋表層涵水；公平貿易蘆薈精華與法國低溫萃取小黃瓜，搭配珍貴大馬士革玫瑰精油，增稠劑零添加，更從根本強化肌膚健康涵水力。保濕精華液是無帶有,,非評論,,
14,綠藤生機,純粹保濕精華液,最近常買保濕產品 手上正好有4款輪著使用 來張大合照^_^      這個推出時就深深吸引我 因爲保濕是每天早晚都一定要的 好的保濕會讓皮膚跟後續的保養都加分 好的保濕會讓你的皮膚上天堂啊⋯⋯⋯⋯  逛三井outlet時看到有櫃 實體試用了一下 我的天兒啊⋯⋯ 淡淡的玫瑰香我好愛 而且實體擦在手上的,,正面,,香味宜人
15,綠藤生機,純粹保濕精華液,綠藤生機的這款「純粹保濕精華液」真的就很純粹 2種玻尿酸(大小分子)+2種植物萃取+1種精油+6種保存系統+水 總共只有12種成分！ 手心暈開直接上全臉（眼周也可以擦上！）稍微按摩很快就可以吸收了！ 就是保濕而已，沒有其他特別的修護成分等等作用，就是這樣單純天然。 公開透明的成分以及真實的體驗，就是保,,正面,,"輕盈好吸收, 保濕有感"
16,綠藤生機,純粹保濕精華液,玻尿酸保濕精華、質地滑順、3秒吸收、清爽不粘膩，成分少適合過敏敏感肌，不適用香精、不使用paraben 等防腐劑。    超好推超好吸收，保濕度超有感，皮膚瞬間補水提亮，大小分子玻尿酸搭配大馬士革玫瑰水、檸檬水，蘆薈萃取等等，夏天保濕鎮定，曬後的夜晚厚塗冰敷，鎮定舒緩效果一級棒。 綠藤家的東西非常值,,正面,,"輕盈好吸收, 保濕有感, 無香精"
17,綠藤生機,純粹保濕精華液,"大家好啊!!許久沒在ur發文了^^ 這次發文要發鴨子近日超級喜歡的綠藤生機 純粹保濕精華液  如果說.......2017鴨子最喜歡的保濕精華液是哪一罐 那麼鴨子的選擇非常非常有可能會是這一罐 今年年底到明年初鴨子會在痞客邦""鴨子的歡樂城堡"" 部落格寫出自己2017的最愛  如果沒發生更好的精華液出",,正面,,保濕有感
18,綠藤生機,純粹保濕精華液,超開心能夠抽到這次的試用~~ 使用三個禮拜完全沒有替換其他保養品 平常用的保養品 瓶身上的內容物總是密密麻麻的化學成分 查了一下英文 發現這些化學成分不外乎乳化劑、黏稠劑、合成脂、還有各類防腐劑等等  所以看到這次的試用 就特別有興趣 感覺特別天然 他是主打【無乳液】的保養 只給予肌膚水+油的保養 去,,正面,,輕盈好吸收
19,綠藤生機,純粹保濕精華液,這次很開心抽到UR及綠藤生機的無乳液實驗試用募集~ 讓俏筆體會到了最純粹、簡單的保養意義，而這次的試用也讓我感到相當驚艷 沒想到保養居然可以這麼簡單就能讓肌膚回到最單純原始的狀態！  在還沒開始使用前，俏筆的日常保養不外乎就是化妝水、精華液、乳液、面膜等 我想大家幾乎都是一樣的，光是保養品桌上就擺,,正面,,輕盈好吸收
20,綠藤生機,純粹保濕精華液,它是這種略帶稠感的質地，稍微有點流動性，上臉吸收速度快，但就是有點黏感，皮膚較乾的人可以用量多點，但像我這種油肌就不建議大量使用，我通常會把它跟杏仁酸之類的酸類保養品混合使用，這樣能減少大面積使用它的黏感，同時又能增加皮膚保濕度、降低使用酸類脫皮等機會，一舉多得！  它的品名也很清楚的說自己是「純粹保,,中性,質地黏膩,保濕有感
21,綠藤生機,純粹保濕精華液,#W1活萃修護精華露(現有新款活萃修護三日精華) 和 #W2純粹保濕精華液(無圖) 兩款塗抹的感受差異不大，都屬於水潤凝膠質地(升級版W1為較濃稠的凝膠狀)，近乎透明，通常按一下就能推勻整臉，清爽保濕效果真的很不錯，淡淡的草本香氣，會忍不住在保養時多吸幾口氣呢！ W2專注在保濕，推薦給想做基礎保濕的人,,正面,,"輕盈好吸收, 保濕有感, 香味宜人"
22,綠藤生機,純粹保濕精華液,要先非常感謝UrCosme提供試用 Greenvines 綠藤生機「純粹保濕精華液」&「奇蹟辣木油」 容量:30ml 玻璃瓶包裝很堅固，摔過一兩次還是safe，按壓式設計，非常好壓。 超級喜歡他的天然玫瑰香味ヾ(￣▽￣ )聞了就感到好療癒。 因為都一起試用，所以這篇「純粹保濕精華液」會跟「奇蹟,,正面,,"香味宜人, 包裝質感"
23,綠藤生機,純粹保濕精華液,其實以前沒聽過綠藤這個牌子 是等到拿到試用品之後才認識這個牌子 但為了不要有先入為主的印象進而影響使用心得，我並沒有看過其他心得使用文 但我倒是有在PTT上看到有蠻多人推薦綠藤的洗髮精的~  一直以來沒有使用精華液的習慣，也曾經想要買來試試看，但每次都因為對精華液不夠了解，又懶得去找到底自己適合哪一,,非評論,,
24,綠藤生機,純粹保濕精華液,這是我第一次使用綠藤生機家的產品    看了商品資料後覺得是一家經營理念很值得嘉許的企業公司    也讓我對產品充滿期待       很樸實沒有任何料的的外型包裝設計    霧面玻璃瓶裝    一般按壓式的壓頭       透明黏稠狀質地    很好延展推開    稍微有一點淡淡的味道,,中性,,輕盈好吸收
25,綠藤生機,純粹保濕精華液,以前使用它家的產品都是沐浴用品 第一次使用它家的臉部保養品 之前對於它家的沐浴用品有好感 覺得它的臉部產品應該也不錯  這款有淡淡的玫瑰香 質地是透明的   流動狀不是很快 保濕度算是有及格   但長效大約為半天左右差不多就不夠了 我自已使用時覺得它吸收算是很可以 擦完也不會有黏感   真的就是一款很,,中性,長效不夠,輕盈好吸收
26,綠藤生機,純粹保濕精華液,Greenvines 綠藤生機 純粹保濕精華液還記得幾週前 得知自己一向很喜愛的保養品停產的消息 那份感到可惜的心情：( 偶然之下用到這個試用包 又燃起了希望!!! 會這樣說是因為 這個商品跟我愛的保養品用起來實在太像😆 都是很保濕.滑潤的質地 一開始用起來看似滋潤黏膩 但吸收後卻不會有油膩感 反而可,,正面,,"保濕有感, 輕盈好吸收"
27,綠藤生機,純粹保濕精華液,聽過綠藤鼎鼎大名的辣木油，不能不知道“保濕精華液”！  第一次接觸綠藤家產品，主要是因為換季皮膚敏感。 混合偏乾偶爾又帶點敏感的肌膚，在肌膚出狀況時，很需要成分單純的保養品，   當時我的肌膚狀況出現以下症狀 1.兩頰偏乾 甚至有點紅腫 (推測是保濕不足） 2.天氣變化大 毛孔容易粗大(因此多了一些小,,非評論,,
28,綠藤生機,純粹保濕精華液,一直以來都有在關注綠藤生機的產品 但手邊產品太多遲遲沒入手 感謝Urcosme&綠藤提供的試用機會！  這款『純粹保濕精華液』成份就如產品名 只有添加12種成份 專注將「保濕做到極致」    因為成份單純的關係 比起其他品牌保養品都可以保存３年 綠藤只能保存一年 開封後則是在６個月內要使用完,,中性,保存期限短,
29,綠藤生機,純粹保濕精華液,謝謝Urcosme和綠藤生機給我試用的機會！ 對綠藤的印象是個以綠色創新為主的品牌，主打無乳液的保養方式。 以往我的保養方式都是化妝水、乳液/乳霜、菁華液的多道手續， 聽到無乳液的保養覺得蠻新奇的，也剛好抽到試用的機會很期待！  這次抽到兩種保養品，一個是奇蹟辣木油、另一個是純粹保濕精華液 純粹保濕精,,中性,,
30,綠藤生機,純粹保濕精華液,這幾年很流行使用美容油來保養肌膚，這一家主打無乳液實驗，就是把正常保養程序中的乳液（其實還有化妝水）拿掉，只用精華液跟油來做保養，相當的省時省力的主張。綠藤生機老實說我是這一次試用才第一次聽說，仔細看了看他們家的官網，發現他們家還有賣芽菜，從吃的到保養都有，還滿新鮮的說。    這一次要試用的是“純,,中性,,
31,綠藤生機,純粹保濕精華液,嗨，我也是綠藤愛好者❗️ 無業配，無抽到試用品，都是自己買的🤣🤣🤣 這罐精華液真的只能說「俗夠大碗」  擠一下延展性好到你可以帶到脖子 （當然我是油性肌膚啦，乾肌可能要來個兩下更滋潤才行） 不過質地比較濃稠 需要多按摩幾下才會吸收 吸收效果我覺得尚可，就是要多按摩幾下（如果很懶惰的人可能要考慮一下……,,中性,質地黏膩;需搭配其他產品,
32,綠藤生機,純粹保濕精華液,"其實就真的是因為覺得不能再放任自己的皮膚自由發展 , 於是我就上網找適合的保濕產品 , 然後不知不覺就找到了綠藤生機 , 看了這家公司的介紹 , 還有使用者的一些心得 , 覺得應該可以買來試試看~ 於是我就在官網下單了~ 我買的就是官網限定的""刻意練習 —— 無乳液基礎保濕組"" ,  等了快一個星期吧",,中性,,
33,綠藤生機,純粹保濕精華液,今天開用第二瓶！  在去年底的12月週年慶靠櫃，算是綠藤的初體驗， 依據膚況還有個人偏好(混合偏乾、不喜歡太油)， 櫃上推薦了 基礎保濕精華液+辣木油的2+1組合！  考慮到白天通常會上底妝、粉餅... 不喜歡太厚重的感覺， 因此我只有在晚上會用這組精華液+油，白天用一般型乳液， (但很神奇的，如圖我,,正面,,輕盈好吸收
34,綠藤生機,純粹保濕精華液,在FB輸入資料拿到的體驗組 不需要運費就可以拿到喔~ 就不知道現在還有沒有得申請 而且小編還會很貼心問你是否收到    一次可以拿到他們家幾個熱門商品 雖然試用包真的很小包 真的就是試用一次的份量 所以體驗出的效果很有限   [img-2]  菁華液的質地很特別 不太有流動性 反而有點像凝露的感覺,,中性,用量大,
35,綠藤生機,純粹保濕精華液,本次購買剛巧是搭配王道銀行推出的活動 ~~~滿千送百~~~  於是買了綠藤生機的母親節優惠 【入門推薦】綠藤暢銷明星產品，因為綠色生活 21 天齊聚一堂。  組合內含綠藤最受歡迎品項：每 2 位客戶就有 1 位選擇的奇蹟辣木油 (30ml)、 僅 12 個成分紮實保濕的純粹保濕精華液(30ml)、14,,非評論,,
36,綠藤生機,純粹保濕精華液,這是我收過到現在最喜歡的產品哈哈哈 真心不騙~  產品的包裝設計非常簡單 但是不會草率    這罐精華液的頭是按壓式的 我習慣會按壓二到三下~ 用量比較剛好      質地的話是比一般的精華液偏黏稠一點點 比較像是精華乳一點 但是不會不好推開 反而對皮膚乾燥的我來說比較適合    我大約使用了接近兩週,,正面,,"包裝質感,輕盈好吸收"
37,綠藤生機,純粹保濕精華液,"大家好,我是Cathy~首先,感謝Urcosme及Greenvines 綠藤生機提供這次的試用機會.    這次的試用商品分別是: 純粹保濕精華液以及奇蹟辣木油.   精華液的部分,我覺得優點就是好吸收、質地清爽. 價格方面也是非常可愛30ML 580元. 覺得價格跟開架保養品其實沒有差很多,而且成分",,正面,,輕盈好吸收
38,綠藤生機,純粹保濕精華液,綠藤生機一直以來標榜100%天然  這次抽到真的很開心~  加上這罐純粹保濕精華液又標榜一瓶擁有12個成分  整個感覺就很厲害!!!    外觀給人就是一種樸實的感覺~     精華液擠出來的質地偏濃稠  而且味道蠻好聞的~~是玫瑰的香氣喔      我這次體驗是在洗完澡後直接擦  在擦精華液之前沒,,正面,,"保濕有感, 香味宜人"
39,綠藤生機,純粹保濕精華液,很榮幸獲得這次 綠藤生機純粹保濕精華液的試用機會 一直以來我是對酒精過敏的人 遇到酒精我的臉就會紅紅的，實在無法出門  抱著忐忑的心情使用綠藤生機純粹保濕精華液 使用一週後，效果非常的好  這是少有的簡單 在夏天使用，完全不黏膩 反而讓長時間在冷氣房的肌膚得到修護及水份的補充  徹底的參與無乳液的實驗,,正面,,"輕盈好吸收, 保濕有感, 溫和不刺激"
40,綠藤生機,純粹保濕精華液,純粹保濕精華液 保濕度還OK，但質地有點黏膩不太喜歡 味道舒服很好聞，是淡淡的大馬士革玫瑰 不知道是不是質地的關係，使用吸收完之後， 擦上防曬後會起屑(!?) 我確定不是防曬的問題，因為之前使用都沒有這個問題， 患使用這瓶精華液之後才發生的。,,負面,質地黏膩;致痘致敏,香味宜人
41,綠藤生機,純粹保濕精華液,優>缺，這個我用了三罐  來源： 我都是在官網買的 以前他只在忠孝那邊跟京站有櫃 相當不方便 後來在A11也終於設置櫃點了 必須打個廣告 以減少一點運送造成的環境破壞 雖然綠藤生激的紙盒非常漂亮 但如果離家近的話還是別偷懶吧 多動動尊臀 順帶一提，去年南西誠品也開了一家  外觀： 新包裝很漂亮,,中性,,包裝質感
42,綠藤生機,純粹保濕精華液,"真的非常高興能受到綠藤生機和ur的邀請使用這兩項產品 因為自己本身就有在用綠藤生機的METIME 私密處沐浴精，使用得相當愉快!所以也鎖定這組產品很久了  首先，這次試用的是""無乳液實驗組""，因為他們覺得，肌膚最需要的就是水跟油，只要保持水油平衡，肌膚會相當健康，所以兩項產品分別是水相的""純粹保濕精華",,正面,,"輕盈好吸收, 保濕有感"
43,綠藤生機,純粹保濕精華液,試用商品：保濕精華液 30ml、奇蹟辣木油 30ml 在未使用奇蹟辣木油前，    平日晚上的保養，最後一個步驟就是油類的保養，    所以很喜歡這樣的保養方式，    我的肌膚是屬於易出油，但肌膚卻有點乾燥的問題，    混合性肌膚，外油內乾的問題，保養起來非常的困擾，    此款奇蹟木,,正面,,輕盈好吸收
44,綠藤生機,純粹保濕精華液,這罐使用體驗很棒，不論是吸收程度或玫瑰香氣都非常棒！ 質地濃稠，卻非常好吸收，保養時清淡玫瑰香很舒服😌  不回購原因：我是極易長痘痘的膚質，這罐保濕雖然好用，可能因為含有玫瑰精油，用了幾週後就開始長痘痘😢  不推給痘痘肌，但其他膚質應該都適合～,,中性,致痘致敏,輕盈好吸收;保濕有感;香味宜人
45,綠藤生機,純粹保濕精華液,試用商品：綠藤生機純粹保濕精華液 試用瓶數：30ml x 1瓶 試用後回購率：70%  剛開始對綠藤生機有點陌生，但對他的品牌訴求還滿認同的，「純淨，必須簡單：捨棄不需要的成分。」對於敏感肌來說，簡單保濕真的是最好的保養。  包裝很漂亮簡約，也很有質感，呼應他成分單純天然的訴求，這一瓶精華液的成分非,,中性,,包裝質感
46,綠藤生機,純粹保濕精華液,很開心能夠抽到這次的試用 這個禮拜以來都是用綠藤生機的這兩罐在交替使用 完全沒有替換其他保養品   第一次認識這個品牌 [綠藤生機]  綠藤相信，保養的意義便是依循肌膚原本的生理機制，使之發揮與生俱來的功能。 而正確保養所追求的，其實只在於提供肌膚充足的水與油，以及伴隨其中的優良保養成分。 如果肌,,非評論,,
47,綠藤生機,純粹保濕精華液,(((((謝謝 urcosme 提供試用品)))))直接進入正題囉！  *這次試用是「精華液+辣木油」，所以心得文章是相同的喲！*  *純粹保濕精華液*  收到好多說明書(好多紙張只能回收了…) 其中我挑了重點拍給大家看：    一開始看覺得好麻煩好複雜@@ 後來每次保養都看一遍照做 久而久之就會了，,,中性,,
48,綠藤生機,純粹保濕精華液,腦子一時不清楚 太喜歡這個牌子的概念就買了兩瓶 非常高雅的瓶子 質感也很高  外表包裝那個像包蛋的紙盒子感覺很不優 雖然要環保，我也沒特別要求 只是看到那個殼子我覺得還是一般四四方方的盒子就好 感覺好像是來包蛋類產品的東西 紙質我覺得是符合用回收紙漿再製的盒子 這點我很贊同 只是有必要做成這種奇形怪狀,,中性,包裝設計,包裝質感
49,綠藤生機,純粹保濕精華液,綠藤生機 當初會購買是因為朋友是敏感性乾肌 後來推薦我這間品牌 除了是台灣的自創品牌外 也是主張環保的公司  去年使用完第一罐後 因為有去冬季美妝大賞買了CONI的「保濕精華液化妝水」 結果當天我沒有仔細聽櫃姊的說明 冬天誤用了1個月「保濕精華液化妝水」 也就是說  化妝水→「保濕精華液化妝水」→辣木,,中性,,
50,綠藤生機,純粹保濕精華液,"有沒有覺得保養時手邊的瓶瓶罐罐越來越多了！？ 還記得小時候無憂無慮，連保養都嫌麻煩，只是開始長痘痘後就不得不開始了保養之旅... 再長大一點工作之後，面對花花的保養品世界, 除了化妝水、乳液，還多了精華液、導入液、前導液、精華液、高機能化妝水、保濕凝膠、霜、面膜... 各式各樣的保養品，恨不得能多",,非評論,,
51,綠藤生機,純粹保濕精華液,"感謝UR和廠商提供的正品試用, 這是我第一次接觸到這個品牌, 雖然之前好像在網路廣告似曾看過, 收到產品當天同事也說她有用過這個品牌的東西, 看來應該是不錯的產品.   成分很單純, 對肌膚比較沒負擔,   精華液為透明黏稠膠狀, 沒有特殊的味道, 我會按兩下擦全臉, 保濕度還不錯, 雖然不算是極好",,中性,,保濕有感
52,綠藤生機,純粹保濕精華液,感謝Urcosme和綠藤提供的試用機會！收到純粹保濕精華液正品一份。        原本以為是凝膠狀的精華液，  結果一推開是水狀，馬上就吸收了  淡淡的玫瑰香，聞起來很舒服  我的用法是重複擦上兩層       我洗了臉後使用，先試單擦的感覺  很清爽，沒有黏膩感  但覺得保溼力、抓水力不夠  尤,,中性,保濕力、抓水力不夠,輕盈好吸收;淡淡的玫瑰香
53,綠藤生機,純粹保濕精華液,首先感謝Ur及綠藤生機提供的試用~ 之前用過綠藤生機家的洗髮產品，覺得不錯 但當時我完全不知道綠藤竟然也有出保養品 很高興能多認識這項好物，而且我用完一定會回購 廢話不多說，快速進入正題吧 產品包裝為乳白霧面瓶身，簡單優雅   壓頭式設計，很好控制用量   我的使用方式： 白天保養 → 按壓2下奇蹟,,正面,,"包裝質感, 使用儀式感佳"
54,綠藤生機,純粹保濕精華液,感謝urcosme給我這個機會試用綠藤生機的保濕精華液 這次的標題是無乳液實驗 用精華液+油的取代乳液  簡單的介紹一下這瓶精華液 主打100%天然 不添加增稠劑 高濃度雙分子玻尿酸 感覺超棒的 光是不添加增稠劑就很令我驚訝   外包裝是左邊藍色的 很簡約～  打開之後 瓶身是有點透明帶一點霧感,,中性,,
55,綠藤生機,純粹保濕精華液,特色：不粘膩精華、大小分子玻尿酸、成分單純  先前使用過日本「太陽社玻尿酸」神大罐好姊妹一同分享瓶，但太陽社的玻尿酸自己不太適合，使用完後的緊繃感是搭配其他保濕產品後還存有的感覺。 原本很猶豫綠藤擁有大小分子玻尿酸的保濕精華，在專櫃試用後發覺它質地更水狀而不是太陽社接近凝膠。  由於自己不會單擦玻尿,,正面,,輕盈好吸收
56,綠藤生機,純粹保濕精華液,一樣包裝大，內容物少，  與品牌本身環保的觀念有相衝突，     這個精華液就真的不行了，  雖然只用一次，算是第一印象分，  使用上非常黏，  雖然隨著慢慢吸收黏度會減低，  但是要到完全吸收到摸起來不黏，  在冷氣房下大概要7分鐘，  如果沒開冷氣要更久，   再來就是會搓泥，  保濕度普普通通。,,負面,質地黏膩;吸收差;會搓泥;保濕度普普通通;包裝設計,
57,綠藤生機,純粹保濕精華液,去年底購買的優惠組合 1瓶辣木油和2瓶此款保濕精華液 大約1300左右 還引起搶購熱潮  這款我目前大約只用到剩下3分之1 香味我喜歡 很清新芬香 剛擦在臉上時也很滋潤 但是很可惜它的滋潤度不持久 甚至沒到肌膚內  大約2到3小時臉上的乾燥感就出來了 有點像是蒸發或乾掉 年夜飯去百貨公司用餐 到專櫃,,負面,效果無感; 滋潤度不持久,香味宜人
58,綠藤生機,純粹保濕精華液,外觀:非常簡約的厚玻璃罐，改包裝後質感提升很多，但玻璃罐還是非常容易破裂，希望以後可以改成輕乳液版本的塑膠瓶  質地:透明會流動的濃稠液體，像是透明膠水，有微微的玫瑰味道。上臉時，會感覺黏黏，但是按壓個五六下，就會完全吸收，吸收速度很快，而且臉會立即透亮  效用:如同品名真的是純粹保濕，成分很單純，,,正面,玻璃罐容易破裂,"輕盈好吸收, 保濕有感, 香味宜人"
59,綠藤生機,純粹保濕精華液,保溼精華液已經使用是第二罐，都是搭辣木油套裝購買 舊款和新款都有用過，覺得新款設計方便些 即使用盡還可以填充其他保養品做為旅行使用 按壓的份量也很剛好，不會過多  綠藤系列有個好處，所有成份都有中英對照，非常地好 因為如果消費者在使用後，有任何不適現象，於皮膚科就診時 方便醫生查詢可能原因，過敏什麼的,,正面,,"包裝質感, 使用儀式感佳"
60,綠藤生機,純粹保濕精華液,我一開始是先用了綠藤生機家的辣木油覺得很好用，後來才買了他們的精華  它的質地是稠稠的，一開始擦上去會有點黏，很好推 我是在大概9月的時候開始使用的，那個時候台南的天氣超級熱 一開始使用覺得還不錯～沒什麼味道，用完之後保濕的感覺也還可以  我一開始只是覺得擦完它之後都會黏黏的，所以有時間的話就會隔個一,,中性,質地黏膩,保濕有感
61,綠藤生機,純粹保濕精華液,因為是和純粹保濕精華液一起做試用，所以也會一起寫上心得。   左：純粹保濕精華 右：奇蹟辣木油   浮在上面的黃色油狀，就是辣木油。 底層透明液狀的則是純粹保濕精華。  在試用商品資料說明上，綠藤建議先根據自己的膚質找出「水油黃金比例」， 在找出自己的黃金比例之前，我使用的比例是由綠藤提供的建議。,,非評論,,
62,綠藤生機,純粹保濕精華液,使用時間： 5/16~7/16（7/16 夜間開始使用第二瓶）  用量： 按壓兩次  用法： 化妝水擦完後使用 會再混合化妝水後按摩在臉上 就這樣  優點： 保濕、舒服~~~、好吸收! 成分又單純+天然 無動物實驗、無油、無增稠劑!!! 超好用!!!!!!! 絕對回購!!!!!!!!  缺點： 除了壓,,正面,,"輕盈好吸收, 保濕有感, 成分純淨天然"
63,綠藤生機,純粹保濕精華液,以前擦保養品只用化妝水和偶爾的乳液，夏天到來，天氣悶熱又加上常待冷氣房。皮膚的狀況時好時壞，不像學生時期有好的代謝能力。同時也因為自己是屬敏感肌，對很多產品會過敏或長粉刺。偶然機會下買了[綠藤生機-純粹保濕精華液] ，質地非常好吸收，不黏膩，也沒讓敏感的肌膚冒出一堆粉刺，是這個夏天非常喜歡的保養品。,,正面,,輕盈好吸收
64,綠藤生機,純粹保濕精華液,謝謝「Greenvines綠藤生機」和urcosme讓我體驗無乳液實驗活動  這款是無乳液實驗主角之一，[Greenvines 綠藤生機] 純粹保濕精華液，    壓頭長這樣，方便使用    試用起來很保濕，我是先使用精華液後才上辣木油，  也會擠3~4下保濕精華混1~2滴辣木油在臉上做按摩，沒有負,,正面,,"保濕有感, 輕盈好吸收"
65,綠藤生機,純粹保濕精華液,其實我本來就是一個不常用乳液的人  總覺得我的臉不太能吸收乳液(?)就算只擦一點點也會覺得油油的，存在感很重  所以總是用茶樹精油～真的用一次就愛上哈  這次使用了綠藤的產品  成分真的感覺好天然！沒有乳液的負擔感  夏天也可以愉快的使用喔～  會繼續使用     可以容易控制用量的按壓設計,,正面,,"輕盈好吸收, 成分純淨天然, 使用儀式感佳, 包裝設計"
66,綠藤生機,純粹保濕精華液,覺得瓶身很美 設計的很有專櫃的質感     含有天然成份的玻尿酸 使用起來保溼效果還不錯 可以省略化妝水的部驟 直接當作肌膚的打底 吸收度也不錯 不會黏膩難受 淡淡玫瑰味 很舒服 使用這類成份單純的保養品 我通常都只當打底用 會再額外添加較營養的當精華液搭配使用 這款使用過後就真的列入肌底型精華液,,正面,,"輕盈好吸收, 保濕有感, 包裝質感, 香味宜人"
